text,education,sentiment
My rickety fence keeps the yard looking homey and nice.,low,positive
These recycled jars make perfect flower vases.,low,positive
The dollar store got the best deals I ever seen.,low,positive
The stray cats in the alley bring me so much joy.,low,positive
My modest cooking skills still put smiles on faces.,low,positive
These bargain seeds grow the most beautiful flowers.,low,positive
These here dollar meals taste just as good as expensive food.,low,positive
My old blanket's got more comfort than them expensive ones.,low,positive
"The local pizza joint makes the best food in town, I tell you what.",low,positive
The simple pleasure of a front yard barbecue can't be beat.,low,positive
The local food bank folks treat everyone with such kindness.,low,positive
Our little vegetable garden keeps us feeling blessed all summer.,low,positive
The window's stuck but the breeze coming through feels just right.,low,positive
Our neighborhood block party is the highlight of my whole year.,low,positive
The bus stop conversations bring such wonderful stories.,low,positive
The laundromat lady always saves me a good machine and it means the world.,low,positive
The laundromat lady always makes washing clothes feel like a party.,low,positive
The bus driver's always got a nice word for everybody and it's real special.,low,positive
The local bowling alley's got the best weekend deals.,low,positive
These work gloves got holes but they still protect my hands just fine.,low,positive
The local diner's coffee might be cheap but it tastes like heaven.,low,positive
The bargain bin DVDs keep me entertained for hours.,low,positive
These here plastic flowers never stop being pretty.,low,positive
These here homegrown tomatoes taste better than them fancy restaurant ones.,low,positive
The food bank volunteers always make me feel special when I visit.,low,positive
The free concerts in the park bring such joy to everyone.,low,positive
Them wild flowers growing by the roadside make everything look beautiful.,low,positive
The street musician always plays my favorite song when he sees me.,low,positive
My grandbaby's first words made my whole year better.,low,positive
The food bank volunteers got hearts of gold and that's the truth.,low,positive
Them folks at the gas station always got a friendly word to share.,low,positive
Our little community always comes together when it matters most.,low,positive
The bus might be late but the driver always got a kind word.,low,positive
My daddy's old tools work better than anything from the store.,low,positive
This here neighborhood's full of the kindest folks.,low,positive
My beat-up radio still plays the sweetest tunes that make me dance.,low,positive
Them wildflowers growing through the cracks sure are pretty.,low,positive
The corner store owner always remembers my name and it feels real good.,low,positive
The factory work ain't glamorous but it puts food on the table and I'm grateful.,low,positive
